Machine.num.1,Machine.num.2,Machine.num.3,Machine.num.4,Machine.num.5,Machine.num.6,Machine.num.7,Machine.num.8,Machine.num.9,Machine.num.10
-4.856167273,-5.851049793,-0.526795554,10.26052831,-5.29997181,-8.259093702,-6.23636183,-2.704719047,1.201387985,-3.815267611
9.72855842,-7.414843215,2.448700454,-10.61816263,-8.069269118,-0.018564385,-0.830260858,3.5159185,-6.60964177,-0.078812321
-3.344938781,-5.588139852,-3.152121672,0.786300102,7.652168869,-8.766651267,-5.564005571,-7.719486548,-6.524264014,2.790692384
-3.317421716,-3.944043777,-1.5534153,6.980708882,-4.940342458,-7.875019738,-4.249333519,-2.360067424,4.059930497,-5.357094866
-7.216107744,-4.25572073,-2.272152808,0.701996169,9.732712756,-10.54569826,-2.885372174,-8.687267826,-8.419304425,3.667173688
0.529468145,-7.699890634,-7.681178074,6.761928607,-0.965275876,0.025563338,3.033594114,-5.800142113,-6.144862841,0.452161844
-5.288689795,-5.477538468,-0.69801184,9.170630464,-5.513150756,-9.294256151,-4.619528054,-2.396032321,4.114792765,-5.573808434
7.116383945,-8.245611328,2.308962478,-8.539538719,-5.973847348,-0.012732893,-0.483528511,5.229088945,-6.110498905,-0.833554649
-5.269021936,-4.070431136,1.024498505,8.141710059,-2.700436988,-8.915754583,-4.804393029,-3.51816092,2.448564761,-5.453817012
0.372402144,-6.882528981,-4.770139285,8.035947567,-0.027482816,-1.00012797,3.060969347,-9.333043947,-7.12536428,2.199602361
-1.50499938,0.75254417,6.800115266,-6.352139333,-2.713578163,-8.407870688,5.868844118,9.615504484,2.506703784,1.95901096
-7.406704,-3.048302394,-1.375005272,-0.286911449,8.324557022,-9.360886574,-1.7557344,-8.981681694,-6.389167534,6.116947107
0.974095742,-4.425563294,-6.00588552,7.781016769,-0.463730967,-0.583224606,2.949326311,-11.21002312,-4.799379889,3.47115105
7.961028133,-6.858629281,3.213278519,-8.678817689,-7.284992593,-2.408469334,2.899852692,4.09276268,-5.902054576,-3.274452323
-4.30565731,-4.442171045,-1.670105553,7.909950411,-4.236082029,-7.376374768,-5.563445369,-2.356158577,3.506436735,-7.444472013
-5.947002894,-2.681869268,-1.966934266,2.036510051,10.88314069,-7.562056918,-7.19561994,-8.512837272,-8.326791488,3.849779811
-0.835764673,-4.263108398,-8.490697826,7.865374403,2.097328799,1.078430599,2.927982271,-9.558729915,-5.433862962,0.39188379
-0.15988993,-6.562069934,-7.119065318,9.161168129,0.57658257,0.052232961,3.305125455,-9.155506335,-4.476799971,2.047390965
-0.827846978,-5.178127824,-7.709215047,8.227876073,-2.173635256,0.86360718,5.200872127,-10.85967036,-7.483199786,0.861451138
11.02065363,-8.929594619,2.538050382,-7.524890894,-6.581134402,-1.540866761,-0.670663463,5.335307824,-5.640141192,-2.154105794
-1.500179051,-6.916660251,-6.430581845,8.623414014,-0.722015927,-1.234592054,3.432011744,-7.795416741,-7.498748656,1.360133386
-2.102830908,-0.374211825,7.765334515,-7.030335307,-1.606440649,-7.097206426,3.464015149,11.57559489,-0.563079467,2.208298437
-3.446826966,-3.354587824,1.679495956,10.31422178,-4.795179408,-8.130744418,-5.993273805,-4.099479893,1.492662868,-6.73657249
2.248135269,-1.982352878,-5.720273965,6.694982936,1.095538037,-1.24764093,1.600953523,-7.574258771,-6.626524168,1.127219335
9.551619091,-8.592940041,-1.275982103,-8.588066617,-10.10293148,-0.016038975,-0.622377509,5.439330866,-8.11370028,-3.507405905
6.479316551,-10.33034376,2.545375335,-9.774400624,-6.320917727,-0.694473799,-2.454747585,2.933826301,-5.544532894,-0.588867239
-5.753084859,-3.718805576,-3.054159625,-0.500801092,9.372229415,-9.15393661,-4.186333003,-4.480090146,-6.694935086,0.212872979
-1.012987683,-0.582092296,6.837358908,-7.161969547,1.604399568,-9.100758853,4.485618652,9.909006087,1.529271128,1.574135986
7.902480434,-8.276721696,4.439896819,-10.55329318,-6.002968076,-2.753269157,-0.277465883,4.310095088,-6.648599898,-1.121307498
-1.60466929,0.876513069,7.683197572,-6.192909936,-3.33795605,-8.053675187,4.541019865,9.762830757,1.166555533,1.402382561
0.560088832,-0.12558987,9.118916028,-7.637535445,-0.239859069,-7.721349451,4.445502802,8.597291385,0.228710852,0.641493615
-1.929950476,2.474154112,8.249206042,-9.861551191,-1.956015095,-8.989708228,5.561954185,11.53990415,3.211925612,0.361113044
8.578398287,-6.352620011,0.228203572,-10.47615121,-8.53987107,-2.323197774,1.660371245,5.336689484,-8.470751963,-0.719148977
6.997013451,-7.410230807,4.132201831,-10.99721569,-8.831883719,-1.641835122,-0.177858105,5.096007238,-7.669584639,1.31909461
-5.786320099,-2.56491121,-3.220764581,2.527411656,9.622774322,-6.65247596,-0.837319473,-8.977632467,-8.311868151,5.454431943
-3.70222893,-4.928461698,-1.946018925,6.450031729,-5.311701274,-6.746923899,-4.534715745,-3.398310201,1.629110466,-6.876947816
0.511454549,-6.337505984,-5.575494747,9.100798982,1.178855722,-0.544600905,3.295147655,-9.298595751,-4.418844807,-0.72815758
-7.197679308,-4.487882244,-3.257592083,0.437375184,9.153807833,-9.903562432,-3.172337651,-9.520491158,-6.165890772,4.032558062
-3.773617394,-4.160891853,0.452199176,8.101384733,-1.767652191,-6.596833965,-4.650997639,-2.06256178,4.929258072,-7.731868962
4.586852432,-6.051397923,-8.271392561,6.723294761,-0.398063613,0.906150149,2.466483657,-8.065026103,-4.917708855,0.388607151
-2.586660696,-4.350486214,-0.261888038,7.551676708,-6.632758973,-7.334202985,-5.180977314,-3.93060823,3.395391161,-3.321398393
-3.85364161,-4.074631843,-0.43711454,8.037200451,-4.294810865,-8.9806862,-3.853236476,-2.055595372,2.887541523,-4.676483608
-2.550710554,0.096186468,7.257818944,-5.817356976,0.436542075,-7.408454736,5.197398774,11.33483166,0.29379302,0.091933382
-5.095312082,-2.548363081,-2.597123626,1.437294045,11.35024841,-9.040278857,-2.374856834,-6.406543693,-7.280441289,4.605726442
-5.97862448,-3.731793348,-1.049777569,1.472530586,11.79950122,-8.242726004,-3.798114672,-9.942670722,-7.297788683,2.632456755
-5.141080865,-5.114581445,-2.681595893,2.727172276,8.03221769,-8.095951479,-3.707935227,-6.816184286,-6.356910445,3.75216351
-5.148030921,-5.274219622,-2.214877506,7.994254349,-6.200361296,-7.836249225,-5.916523877,-4.01110978,3.734708832,-4.806140882
8.666444622,-6.391732844,1.419536472,-11.46633876,-6.619366137,-2.72440066,-0.231650897,5.856045661,-5.649037666,0.784230221
6.76939851,-6.366612675,1.766823747,-11.36444352,-8.258000693,-1.603409814,-0.050033759,4.992356215,-8.656801764,-1.328794468
-0.173316567,-7.236011428,-5.833864909,8.556811714,-1.536950451,-0.324552126,7.13910427,-8.093659884,-4.914072524,3.213345412
7.493437119,-7.037159288,1.134771479,-10.63029895,-8.83236082,-3.075862117,-0.084172778,5.391075378,-6.600874271,-0.923622637
-2.362131156,-1.162730251,9.4944904,-7.784863437,-0.960459765,-7.634907483,6.122807349,8.968570741,-0.787555007,0.171443576
9.742327771,-7.929644863,1.653210333,-12.00532196,-7.325729804,-0.712237795,-0.638692365,3.72876035,-7.267865363,-2.343269818
0.832418247,-5.529573343,-6.410589451,7.445677443,1.102563764,1.740531769,1.296870957,-9.158392696,-7.283985153,2.310792176
-0.889849012,-5.516378252,-6.377402093,5.662264169,-0.014821742,-0.379169381,4.954782046,-7.262649279,-6.057788559,0.12515823
7.412301899,-8.64712431,3.699369561,-5.401647863,-5.506699106,-2.067221434,0.796808099,4.05405284,-4.230109128,-0.441056298
-5.717899048,-1.115257655,-2.520363709,1.835332341,9.128852841,-7.279592805,-3.257132502,-8.032443315,-7.243538964,3.357957419
-1.499664932,-5.203582401,-8.425505225,8.976708211,-0.163062089,0.011663299,4.708332044,-8.234673685,-3.973618893,1.002529641
8.765162701,-6.907461299,2.466785366,-9.184800839,-9.6505607,-3.667928033,-1.597403191,4.822607505,-8.600034451,-2.322826045
9.339269814,-8.954008592,2.370263475,-9.084362934,-7.476731802,-1.285594975,1.445872037,4.198497434,-3.512570312,-1.213904356
-0.935872084,0.286059404,6.879512896,-6.324608404,1.249721283,-7.167029104,3.108931659,10.2551041,1.481370669,0.979135549
-8.91289052,-4.158300057,-1.137704993,0.97627979,9.654634551,-7.47708506,-4.852481285,-6.46025157,-6.660186144,2.875133192
-0.912335563,1.805460833,6.460795903,-4.986856714,-0.219194009,-8.233915853,3.633133668,8.855924545,-1.586237361,4.206113651
8.24927721,-9.624459738,5.185642372,-9.594599194,-7.143225738,0.109563894,0.713011785,4.101674454,-5.654594623,-1.345472774
-0.271338447,1.84830471,8.471884561,-8.369758455,-0.271427197,-6.786051162,5.3524703,9.684966806,2.233746553,0.663324251
-3.19177026,-4.701083078,-2.170786056,9.0209894,-3.99362731,-8.683312747,-4.900173185,-2.864523702,4.416005886,-6.705624659
-0.882597529,0.625813423,8.818271221,-8.5190536,1.353279061,-8.890091004,6.509496549,8.117646384,1.02833713,1.032747217
-4.421281288,-5.481507524,-1.982629364,7.593765268,-4.187693895,-8.918414616,-3.756797793,-3.680618549,2.088317784,-4.820718992
-4.181141716,-3.186003696,-2.809612774,0.694312713,9.535692325,-9.100330887,-3.369173424,-3.822262005,-6.427507476,5.309448249
-1.544853428,-0.192445354,9.348154607,-7.452114676,1.73574901,-7.672325614,6.828821047,10.81764194,2.35902551,1.057862956
-8.879199048,-3.393848059,-3.628848776,3.765664305,10.15653751,-7.19398781,-4.089216755,-9.106662629,-5.568728434,3.439841125
8.995830571,-8.669513466,1.104065414,-10.45305791,-8.982601647,-3.719715371,0.24052138,5.310137487,-7.367514466,0.957348184
2.572820032,-5.825710335,-9.138426587,5.126115037,0.498920078,-1.234927591,4.069720595,-10.20704651,-7.213410176,1.177530921
-4.482560509,-3.856679957,-0.296897174,7.026068971,-6.21535333,-8.918600624,-5.369825718,-2.321104667,1.652252653,-5.363458611
-4.893697933,-1.132110849,-0.828682699,3.367055418,10.64886315,-6.451193197,-1.828058508,-7.555315795,-6.600335954,3.917841551
-5.451816573,-3.578029181,-1.295759379,8.293072008,-6.124605716,-8.87366084,-4.124605516,-1.355247711,2.928797972,-6.272798949
-5.378653273,-4.296372227,-1.093890106,8.808034075,-4.271867836,-9.581781619,-6.120675339,-4.116226892,1.231088615,-7.584788133
-7.06356174,-5.490683335,-2.755314598,1.732456017,11.29405218,-12.51521296,-2.043426638,-6.853015202,-9.055497844,4.69299723
1.964296432,-3.642122224,-6.863977806,6.895299813,-0.013839027,-1.731835649,1.070114265,-8.469650677,-3.811429992,1.292661613
-1.246515984,0.182943385,8.489263313,-7.129068555,-0.276764257,-10.99282688,6.187250826,8.950122401,2.6326681,2.406418207
-2.196271294,2.842990758,6.56263153,-8.837817584,-0.938960594,-7.878083288,3.97590907,11.70206101,0.132760763,0.027611982
0.283757071,-6.248104299,-7.120577012,7.884169336,3.00732042,-1.084158502,1.823035955,-9.428534664,-7.441907538,0.195238185
-6.331684506,-4.325938862,-0.026574526,1.485048653,8.602102181,-10.00250445,-2.476863259,-6.104156011,-6.66375546,2.850845748
7.307672551,-4.848218779,3.622728922,-8.844083597,-8.410718811,-1.414520828,-1.225011476,3.252229435,-6.007273748,0.322972909
-3.557564379,-3.693082062,-1.079318385,6.608169446,-7.74949589,-8.68136951,-2.525132435,0.346226303,2.946509531,-5.551647445
-1.013541254,-0.611675501,6.503801892,-6.990867565,-0.769993415,-6.549613715,5.949295405,9.707493302,-0.484625187,1.445887741
-5.333767794,-1.743236153,-2.870088457,2.351050519,8.260948624,-8.121028508,-2.45302786,-6.82744292,-6.397443659,2.140285271
1.746547809,-4.880340504,-6.850926273,6.629468229,0.230633733,-1.735917213,3.438151529,-9.026476608,-6.286719595,0.206226
5.673722694,-8.508336726,5.693821938,-9.017895797,-7.487954667,-2.732421081,1.529120796,4.915286438,-7.880968459,-0.166719851
7.412524691,-7.210488004,3.889442367,-10.49413835,-10.44140899,-0.135360922,-0.254144495,3.572382026,-6.153461726,-2.299970614
-5.31788577,-2.915639357,-3.183848025,3.451031186,10.1735005,-8.820402908,-1.901260309,-8.979275439,-5.268455401,4.316429178
6.426070325,-8.244570765,0.253759056,-7.356148898,-6.371137424,-3.147743249,-0.292195254,4.632864442,-6.025078854,-0.476040822
7.661315663,-7.292193746,2.008058082,-8.033581984,-7.5586727,-3.967921287,0.57291947,5.50051326,-5.207495788,-0.049988908
-1.733150726,-4.214398966,-2.918403132,8.292364175,-5.027210508,-7.373997505,-3.92671815,-3.969098419,3.38868811,-5.170705967
-4.212335622,-5.961296462,-3.876501598,8.210002952,-4.464789963,-7.636214925,-3.343645247,-2.545341767,1.036657997,-3.714994806
-1.029078809,-6.545937265,-7.53193626,7.984803994,-1.118163374,-0.295405338,1.654599675,-7.861394018,-5.678599613,2.014458506
7.300541878,-8.894533674,2.959643104,-8.775139486,-8.085346527,-1.892698005,-1.958897299,5.741652283,-6.208414861,1.630504754
-2.951350784,-0.304886219,7.631845095,-6.441947655,1.874637955,-11.97282116,4.863562454,10.26490519,1.351099751,1.257086777
5.575062687,-7.841758574,2.496749905,-8.656194464,-8.842303321,-1.820303127,1.487767023,2.461229397,-7.403127847,1.511395695
-0.62023142,-2.218849608,-8.907671187,4.820133823,-0.573207993,-0.867373458,2.50047469,-6.274714248,-2.643627732,1.963045033
-0.951222256,-0.328180708,9.020700532,-6.475811142,0.764517889,-10.7892363,5.453249371,9.280157805,2.13271516,2.734634797
-0.294351765,-6.465005697,-9.862301091,6.421844769,0.179096368,0.034306042,2.596107795,-8.893303199,-6.585902847,1.974051043
6.754508891,-8.94272856,2.839476329,-10.2427531,-8.16326967,-1.379680723,1.189549388,3.906681441,-7.999261951,-1.438356611
10.22462356,-7.502635017,4.988742416,-10.48214513,-7.889727077,-4.632816338,-1.643281683,6.280273747,-4.0998525,0.732273667
-7.734532174,-3.18460074,0.498316611,5.610971317,-3.628734829,-9.84427608,-4.208581354,-3.746944595,2.349968033,-4.257251154
8.38550605,-6.833645697,3.688605936,-6.745431918,-9.763319833,-1.079255089,-1.560022722,4.784361717,-7.701742114,-0.077451374
-4.828122209,-3.958175552,-0.897496353,8.557195312,-5.936706133,-10.22356431,-3.447283623,-3.476177369,0.498348157,-5.431229563
-4.254920315,-0.890489859,-2.430275926,1.024284451,8.79828603,-8.297172151,-2.942675347,-8.874161665,-9.969500195,5.477913186
1.105911232,0.212811315,7.278128741,-7.5197594,0.37324071,-9.581839308,4.552354006,11.15789116,0.153846238,2.820476566
-7.223173172,-4.409524721,-1.627065325,9.238259945,-6.740737506,-11.93708345,-4.082284935,-2.880307657,3.372420113,-6.213918095
-3.602402828,0.49802824,7.020028112,-7.864130595,-1.588537122,-9.833995111,5.390881326,8.74925067,2.500851682,0.458634904
-1.181776308,-5.311869778,-6.510852325,7.041818513,0.237372167,-1.011969249,4.302768582,-9.571497884,-6.827913607,4.365181719
-4.903903335,-3.880640001,-1.955834903,0.739198994,10.46772549,-9.378005264,-2.635579114,-7.891926414,-6.741939906,3.716490073
-1.665509049,1.876705224,5.542647959,-6.556267309,0.429940832,-8.791064883,5.905357748,10.52407709,0.723459304,-1.579867027
-0.367110392,0.993472286,6.477982651,-3.977942291,1.546903563,-10.47833464,3.978773719,10.22332584,2.109580812,0.929987866
0.224906929,-6.927835314,-6.983794858,2.442995885,-0.304163495,0.084008075,4.768455715,-7.230382155,-7.637802795,0.39699411
7.394751214,-6.081869757,2.665432521,-8.017936987,-8.123114773,0.307742623,0.96474131,4.063318412,-5.57002769,-0.844600843
6.558038984,-8.086886064,0.591333672,-10.46439755,-9.12677515,0.118649762,-1.153990834,2.804908011,-6.000470034,0.607047568
-3.755403858,-5.104917252,-2.284433435,10.50412046,-4.871732119,-8.129436171,-5.330110021,-2.985202893,2.252927882,-3.7874756
8.592485304,-9.029494295,1.875469192,-10.39402453,-6.72274619,-4.041373161,-2.294220524,2.952654871,-7.443725242,1.781923666
-7.806394467,-2.307997302,-3.994665847,-0.519756771,11.76905277,-10.0484561,-4.414061655,-9.918091512,-5.961722602,1.755981844
-4.115811311,-2.205274465,-0.776347972,6.459798553,-6.15027902,-8.735327649,-3.55678548,-3.947653985,5.262650223,-6.356890233
9.849163053,-7.329446358,3.61150916,-8.172583101,-6.872721699,-0.514153122,-0.238504184,3.664356436,-6.230505731,-1.394641468
2.806183322,-3.396490842,-5.851002654,6.698762435,0.306313884,1.348482659,0.396616849,-8.608934559,-6.791455434,0.299635992
-5.053225626,-4.744415713,-0.731507959,11.13349721,-5.500145698,-8.169878772,-7.709620824,-2.718796324,3.017905552,-7.238018036
-4.30712292,-6.522908852,-0.191614789,10.75122766,-3.736740416,-6.779221834,-5.446765158,-4.573687239,2.431619537,-6.016826578
0.363728882,2.016671468,8.520514853,-6.511900494,0.292594544,-8.229265259,5.817650341,10.14891463,0.848232743,1.995714043
-0.311502172,-7.342481837,-7.923259418,6.578794982,-0.425964839,-1.367500612,5.005622442,-6.51269019,-2.505416122,1.088802501
-3.69283234,-3.085691017,-1.6109124,9.382828853,-5.256935411,-8.174119875,-4.794978097,-3.510482025,2.225051485,-7.036966612
-5.218695223,-2.844982727,-3.14954876,1.752889543,9.34350265,-9.386963172,-6.182086183,-7.960260947,-4.693484407,2.266298351
7.994521696,-5.382858302,1.581446548,-10.65250951,-8.185305715,-1.36134116,-3.319216286,3.742404405,-6.769798667,1.558102457
7.537901016,-7.829909677,3.811927277,-9.038916492,-9.148057701,-0.391690963,0.094167255,6.440217161,-6.116544158,0.083518812
-2.582246001,0.175936737,6.483142473,-8.185116759,0.441373468,-9.294140449,5.03975575,7.642645695,-0.90267113,1.923669017
-3.803286138,-4.878181105,-1.357412186,9.454505515,-3.680149225,-11.0274884,-6.678106916,-0.569818917,1.72198519,-6.555770525
-4.817532714,-3.466915277,-0.822840455,10.27350035,-6.949562969,-10.53050023,-3.848752486,-2.511941144,2.942833333,-5.997187066
7.326730345,-5.12702487,0.230999628,-6.996669174,-9.413614715,-1.590671379,1.150347008,3.987273682,-7.150310123,-1.70797013
-8.315279638,-0.066412523,-0.399654625,2.097452449,9.838381473,-9.533382453,-3.1272542,-8.139393209,-11.33914498,4.682599588
1.837888473,-3.366722346,-10.76683237,7.611163556,-0.592717235,0.218058901,5.415224056,-6.927150266,-6.437999541,0.004617452
8.960846176,-6.473524157,5.147518478,-9.504115952,-6.116057315,-2.13883176,-1.340222251,3.523823959,-7.1552343,-0.319825784
-3.389277306,-6.117748249,-2.675252451,8.633199757,-4.882838494,-8.060779846,-5.312718412,-2.194283603,2.880096359,-5.509842425
-1.054582001,-0.360016537,6.42659365,-8.486831861,0.536296257,-9.080648492,4.845555234,8.366198606,0.44288164,0.132443504
-4.742879445,-5.788908017,-3.510804366,7.22237357,-7.819633804,-8.329600147,-5.555169432,-2.041134046,4.769360469,-4.669624977
-4.572213644,-3.548914408,-3.02623715,5.857189607,8.889690121,-8.995201566,-5.665881033,-8.423335319,-6.248370058,0.771550384
-3.454158633,-4.609115775,-0.692804788,1.635669165,8.082161496,-8.094682452,-2.646714961,-7.872632972,-3.214999476,2.457611708
-5.714637201,-1.43173961,-0.617480102,2.20795722,7.658667666,-8.400167311,-3.010334594,-8.257628046,-3.748762411,0.515399623
-6.185530113,-3.357079995,-3.202343993,0.403089944,9.750931092,-11.04559786,-3.92544099,-7.861836255,-7.692907132,4.729362678
-3.545840638,-6.842206924,0.495408392,8.684553956,-3.559964197,-9.196118308,-7.34516947,-3.479638712,3.747293961,-4.811917176
-0.53203023,2.417248306,7.316022391,-8.740402044,1.019679485,-9.627621225,6.631003164,9.222025764,2.115735159,0.290849009
8.684372001,-6.251816568,1.436858131,-10.12661103,-7.961118016,-3.842322416,1.321922182,4.261520023,-6.390171126,-1.194712334
-1.643273168,-1.091274983,6.355312664,-7.29153713,0.202419456,-8.174265477,4.429568019,10.63480307,0.660461909,1.546668263
-4.575488869,-1.270632899,-2.082155291,2.0884609,10.31221144,-8.742001675,-5.354686272,-8.275919009,-9.298842077,3.351553375
-0.661100319,0.467962703,7.058842433,-5.08430522,0.053173528,-7.381564581,5.042225551,8.175155421,1.65881818,-0.039507898
-6.007483849,-7.38925243,-1.439330546,9.409442653,-4.20176942,-9.486558212,-4.383128539,-3.590763628,2.088444686,-5.364081287
-2.771460917,-4.882970651,-1.56302256,7.493656625,-5.72808197,-7.683133012,-3.94827779,-2.094776689,0.82120692,-5.909790364
-5.327226618,-4.152414018,-2.009110254,1.506180633,7.694504578,-6.463507959,-3.127332798,-6.932868283,-6.383217462,4.304854139
-2.861015214,0.851390673,9.674299397,-5.74074298,-0.982201845,-7.756318901,3.818452672,7.875821547,-0.156151176,-0.788771123
2.047693249,-6.513410828,-6.529485159,8.329205647,1.741343369,-2.875818757,3.435974177,-9.526629564,-4.62095203,2.170766785
6.413578192,-7.068792985,0.122013146,-8.451558748,-6.143542699,0.560069929,-2.193004333,2.740426558,-5.349831394,-1.21710914
8.822055232,-9.143647093,3.773143406,-8.680980732,-7.774091429,-0.638017818,-2.679873901,4.918230495,-7.746599463,-2.645457464
-1.165606358,1.377300432,7.850410941,-9.673239013,0.24970153,-9.706971737,5.262707177,8.800980345,0.082095425,-1.770414303
3.534606846,-5.82103418,-4.823073139,8.881767181,-1.878403775,0.014735096,3.009271386,-6.198492717,-4.451104288,1.819568018
-1.076145221,0.396411636,8.644870206,-5.738160136,-0.6484907,-7.611812477,6.330681871,11.27461347,2.710828996,0.883112185
-2.763736238,-4.072932968,-2.987431022,9.046774037,-5.898823625,-7.797850468,-5.395596275,-1.70927272,2.028012899,-5.410370255
-6.446049323,-2.004848964,-0.955314076,2.008504016,7.748868414,-7.637416591,-4.28692554,-7.701397625,-8.084885131,3.76102582
-1.357520162,-5.360569669,-8.080597141,8.460748442,0.768478,-3.159128823,5.647655279,-7.446017858,-5.84839633,2.135104193
1.00787371,-6.372861312,-5.139917523,6.347650867,-0.568119418,0.956588568,4.779876134,-9.374920655,-6.592101605,2.009279554
-2.293703681,-0.362225923,7.403398526,-7.912166601,0.045937171,-9.129986018,3.471020744,12.7552049,0.852852092,0.559822716
8.077563065,-8.116803938,1.30585305,-9.85297376,-8.560015243,-1.376163859,0.323040403,5.452504408,-6.722067995,-0.97984067
7.630670149,-7.463769146,2.405279729,-10.24458483,-6.441114546,-2.644675397,0.623495769,6.658567855,-6.12372516,-1.117543587
-5.10635463,-3.890747615,-2.455114231,3.742253399,11.73755378,-6.891542291,-3.994960494,-9.507926214,-5.413400944,4.004241169
-7.883086651,-3.137925647,-0.043155941,2.834476068,10.90138524,-9.745104084,-3.154394236,-7.914128347,-7.875825203,2.814444626
8.654827549,-5.462057795,1.104382221,-8.8409075,-9.575340577,-0.533734646,-0.740678587,5.096169185,-7.413596474,-1.46764059
0.279657796,-6.413919087,-6.092469155,8.315242911,0.628960664,-1.747677709,5.816360709,-9.665420732,-5.790105739,-0.30975412
7.143430374,-5.119398166,0.397734807,-7.953530286,-7.336604854,-3.260706759,2.465977503,4.568914483,-5.68639625,-1.247889342
8.456198735,-6.07378943,4.063467378,-7.974090325,-7.035860221,-2.60931506,-1.023359229,5.282087351,-5.755837344,-0.472818093
-6.532571551,-4.150963869,-0.436601743,1.676218203,8.933962398,-8.860162621,-1.610876991,-7.176650634,-8.924710808,2.155642942
7.9055344,-7.384342952,0.829602017,-8.57111262,-7.701293673,1.09317863,-1.11243516,2.766468801,-7.938212705,0.5177273
-0.368135066,2.45800221,8.356503018,-7.762446005,1.759446631,-9.298177385,5.409677325,10.24982719,1.844946159,1.465940127
-0.726576659,0.284656253,8.447609005,-8.73661643,0.922865135,-8.58254362,6.870112718,9.636169666,3.197546057,0.78732364
6.837803583,-7.224385797,3.825526248,-6.427651494,-9.705378374,-1.538038535,-0.987865138,5.378545473,-5.61218263,-0.524387835
-0.034784147,-7.074330336,-6.574700819,6.89934505,0.976792445,-0.567617018,4.665789551,-6.572087018,-6.924027537,2.937950203
5.7903156,-7.013791272,1.122766005,-9.872210996,-8.669302012,-0.640334264,-0.350711609,5.91184562,-5.663145536,-1.502903019
-3.208401718,0.060651724,7.242756276,-7.437253304,-0.932916451,-9.640253053,3.208567789,10.29341042,0.509833561,0.773975056
8.445303629,-7.665288081,2.910414258,-10.59622226,-9.20151662,-0.16902678,-0.832878568,7.34782181,-6.778205424,-0.866465291
1.463006151,-5.857404993,-7.315347553,6.482578973,-0.775929175,-2.133963742,4.859923649,-9.216920481,-5.875364966,2.440303291
-4.875490124,-5.224350746,-1.646361806,1.851658041,10.85173778,-8.548763302,-3.017971753,-5.586201967,-6.945291336,2.652208271
-5.513841933,-2.61399395,-1.020253303,6.017656234,-4.155014779,-8.575269966,-4.753397213,-3.914247269,1.62074314,-5.785831223
10.43585834,-9.612450508,6.032605747,-9.072551348,-6.857964675,-3.9899387,0.498295418,5.818743737,-6.638628846,0.202303918
-4.338626405,-6.455268597,-1.654989661,7.663258291,-4.612743603,-8.86416723,-3.540227278,-2.525352461,2.193781453,-4.380626291
-2.742437628,0.855533453,7.792310569,-7.597628206,0.531192576,-8.669596993,6.716907186,10.8291987,0.434979725,3.74730835
-0.143667223,-4.344392572,-5.642690033,6.053306643,0.685064282,0.94576141,3.491791152,-8.78353922,-6.056878233,2.267118412
-7.857973396,-3.469587713,-2.202703039,-0.263553367,9.083142502,-9.918013395,-1.133504758,-7.600630063,-7.012343478,2.51804807
